time,live_nodes,live_percentage,total_transmissions,node_1_energy,node_1_alive,node_1_type,node_2_energy,node_2_alive,node_2_type,node_3_energy,node_3_alive,node_3_type,node_4_energy,node_4_alive,node_4_type,node_5_energy,node_5_alive,node_5_type,node_6_energy,node_6_alive,node_6_type,node_7_energy,node_7_alive,node_7_type,node_8_energy,node_8_alive,node_8_type,node_9_energy,node_9_alive,node_9_type,node_10_energy,node_10_alive,node_10_type
591,10,100.0,1,67.05311244731989,1,REGULAR,66.66464790574663,1,REGULAR,63.97086677055837,1,REGULAR,63.51277672627004,1,REGULAR,62.24636707965,1,REGULAR,60.67052649330002,1,REGULAR,68.80495670574665,1,CLUSTER_HEAD,68.12623131679989,1,REGULAR,65.39956981062,1,REGULAR,65.26636707965002,1,REGULAR
592,10,100.0,1,67.0006064354799,1,REGULAR,66.6096408919333,1,REGULAR,63.9133587547717,1,REGULAR,63.45276770851004,1,REGULAR,62.18386206978333,1,REGULAR,60.60552048146002,1,REGULAR,68.75292995859999,1,CLUSTER_HEAD,68.07372330101322,1,REGULAR,65.34456079286,1,REGULAR,65.20886206978335,1,REGULAR
593,10,100.0,1,66.94810042361989,1,REGULAR,66.55463387809662,1,REGULAR,63.85585073895837,1,REGULAR,63.392758690720036,1,REGULAR,62.1213570599,1,REGULAR,60.54051446960002,1,REGULAR,68.70090317809667,1,CLUSTER_HEAD,68.02121528519989,1,REGULAR,65.28955177507,1,REGULAR,65.15135705990002,1,REGULAR
594,10,100.0,1,66.89559441173989,1,REGULAR,66.49962686423662,1,REGULAR,63.79834272311837,1,REGULAR,63.332749672900036,1,REGULAR,62.05885205,1,REGULAR,60.47550845772002,1,REGULAR,68.64887636423667,1,CLUSTER_HEAD,67.96870726935988,1,REGULAR,65.23454275725,1,REGULAR,65.09385205000002,1,REGULAR
595,10,100.0,1,66.8430883998399,1,REGULAR,66.44461985035329,1,REGULAR,63.7408347072517,1,REGULAR,63.272740655050036,1,REGULAR,61.99634704008333,1,REGULAR,60.410502445820015,1,REGULAR,68.59684951702,1,CLUSTER_HEAD,67.91619925349322,1,REGULAR,65.1795337394,1,REGULAR,65.03634704008336,1,REGULAR
596,10,100.0,1,66.7905823879199,1,REGULAR,66.38961283644663,1,REGULAR,63.68332669135837,1,REGULAR,63.21273163717004,1,REGULAR,61.93384203015,1,REGULAR,60.34549643390002,1,REGULAR,68.54482263644667,1,CLUSTER_HEAD,67.86369123759988,1,REGULAR,65.12452472152,1,REGULAR,64.97884203015002,1,REGULAR
597,10,100.0,1,66.7380763759799,1,REGULAR,66.33460582251664,1,REGULAR,63.62581867543837,1,REGULAR,63.15272261926004,1,REGULAR,61.871337020199995,1,REGULAR,60.28049042196002,1,REGULAR,68.49279572251668,1,CLUSTER_HEAD,67.81118322167988,1,REGULAR,65.06951570361001,1,REGULAR,64.92133702020001,1,REGULAR
598,10,100.0,1,66.6855703640199,1,REGULAR,66.2795988085633,1,REGULAR,63.5683106594917,1,REGULAR,63.09271360132004,1,REGULAR,61.80883201023333,1,REGULAR,60.215484410000016,1,REGULAR,68.44076877523001,1,CLUSTER_HEAD,67.75867520573321,1,REGULAR,65.01450668567001,1,REGULAR,64.86383201023335,1,REGULAR
599,10,100.0,1,66.6330643520399,1,REGULAR,66.22459179458664,1,REGULAR,63.51080264351837,1,REGULAR,63.03270458335004,1,REGULAR,61.74632700025,1,REGULAR,60.15047839802001,1,REGULAR,68.38874179458668,1,CLUSTER_HEAD,67.70616718975988,1,REGULAR,64.95949766770002,1,REGULAR,64.80632700025002,1,REGULAR
600,10,100.0,1,57.874643786513914,1,REGULAR,66.16958478058665,1,REGULAR,56.678744410031484,1,REGULAR,62.97269556535004,1,REGULAR,61.683821990249996,1,REGULAR,60.085472386020015,1,REGULAR,68.33671478058668,1,CLUSTER_HEAD,67.65365917375988,1,REGULAR,57.200504820194986,1,REGULAR,64.74882199025002,1,REGULAR
601,10,100.0,1,57.769523546113916,1,REGULAR,66.11457776656331,1,REGULAR,56.56358408949815,1,REGULAR,62.912686547320035,1,REGULAR,61.62131698023333,1,REGULAR,60.020466374000016,1,REGULAR,68.28468773323,1,CLUSTER_HEAD,67.60115115773321,1,REGULAR,57.09032445959499,1,REGULAR,64.69131698023335,1,REGULAR
602,10,100.0,1,57.66440330531392,1,REGULAR,66.05957075251665,1,REGULAR,56.44842376843148,1,REGULAR,62.852677529260035,1,REGULAR,61.5588119702,1,REGULAR,59.955460361960014,1,REGULAR,68.23266065251667,1,CLUSTER_HEAD,67.54864314167988,1,REGULAR,56.98014409839499,1,REGULAR,64.63381197020001,1,REGULAR
603,10,100.0,1,57.55928306411392,1,REGULAR,66.00456373844665,1,REGULAR,56.33326344683148,1,REGULAR,62.792668511170035,1,REGULAR,61.496306960149994,1,REGULAR,59.89045434990001,1,REGULAR,68.18063353844667,1,CLUSTER_HEAD,67.49613512559988,1,REGULAR,56.86996373659499,1,REGULAR,64.57630696015002,1,REGULAR
604,10,100.0,1,57.45416282251392,1,REGULAR,65.94955672435331,1,REGULAR,56.218103124698146,1,REGULAR,62.732659493050036,1,REGULAR,61.43380195008333,1,REGULAR,59.82544833782001,1,REGULAR,68.12860639102,1,CLUSTER_HEAD,67.4436271094932,1,REGULAR,56.75978337419499,1,REGULAR,64.51880195008336,1,REGULAR
605,10,100.0,1,57.349042580513924,1,REGULAR,65.89454971023665,1,REGULAR,56.10294280203148,1,REGULAR,62.67265047490004,1,REGULAR,61.37129693999999,1,REGULAR,59.760442325720014,1,REGULAR,68.07657921023666,1,CLUSTER_HEAD,67.39111909335988,1,REGULAR,56.64960301119499,1,REGULAR,64.46129694000003,1,REGULAR
606,10,100.0,1,57.243922338113926,1,REGULAR,65.83954269609664,1,REGULAR,55.98778247883148,1,REGULAR,62.61264145672004,1,REGULAR,61.308791929899996,1,REGULAR,59.69543631360001,1,REGULAR,68.02455199609666,1,CLUSTER_HEAD,67.33861107719987,1,REGULAR,56.53942264759499,1,REGULAR,64.40379192990002,1,REGULAR
607,10,100.0,1,57.191416325973925,1,REGULAR,65.7845356819333,1,REGULAR,55.87262215509814,1,REGULAR,62.55263243851004,1,REGULAR,61.24628691978333,1,REGULAR,59.63043030146001,1,REGULAR,67.9725247486,1,CLUSTER_HEAD,67.28610306101321,1,REGULAR,56.42924228339499,1,REGULAR,64.34628691978335,1,REGULAR
608,10,100.0,1,57.13891031381392,1,REGULAR,65.72952866774664,1,REGULAR,55.757461830831474,1,REGULAR,62.492623420270036,1,REGULAR,61.183781909649994,1,REGULAR,59.56542428930001,1,REGULAR,67.92049746774667,1,CLUSTER_HEAD,67.23359504479987,1,REGULAR,56.31906191859499,1,REGULAR,64.28878190965001,1,REGULAR
609,10,100.0,1,57.08640430163393,1,REGULAR,65.67452165353663,1,REGULAR,55.699953814591474,1,REGULAR,62.432614402000034,1,REGULAR,61.121276899499996,1,REGULAR,59.50041827712001,1,REGULAR,67.86847015353668,1,CLUSTER_HEAD,67.18108702855987,1,REGULAR,56.20888155319499,1,REGULAR,64.23127689950002,1,REGULAR
610,10,100.0,1,57.03389828943393,1,REGULAR,65.61951463930329,1,REGULAR,55.64244579832481,1,REGULAR,62.372605383700034,1,REGULAR,61.05877188933333,1,REGULAR,59.43541226492001,1,REGULAR,67.81644280597001,1,CLUSTER_HEAD,67.1285790122932,1,REGULAR,56.153872534894994,1,REGULAR,64.17377188933335,1,REGULAR
611,10,100.0,1,56.98139227721393,1,REGULAR,65.56450762504663,1,REGULAR,55.584937782031474,1,REGULAR,62.312596365370034,1,REGULAR,60.99626687914999,1,REGULAR,59.37040625270001,1,REGULAR,67.76441542504668,1,CLUSTER_HEAD,67.07607099599987,1,REGULAR,56.098863516565,1,REGULAR,64.11626687915002,1,REGULAR
612,10,100.0,1,56.928886264973926,1,REGULAR,65.50950061076664,1,REGULAR,55.527429765711474,1,REGULAR,62.252587347010035,1,REGULAR,60.93376186894999,1,REGULAR,59.30540024046001,1,REGULAR,67.71238801076667,1,CLUSTER_HEAD,67.02356297967987,1,REGULAR,56.04385449820499,1,REGULAR,64.05876186895001,1,REGULAR
613,10,100.0,1,56.87638025271393,1,REGULAR,65.45449359646331,1,REGULAR,55.46992174936481,1,REGULAR,62.19257832862004,1,REGULAR,60.871256858733325,1,REGULAR,59.24039422820001,1,REGULAR,67.66036056313001,1,CLUSTER_HEAD,66.9710549633332,1,REGULAR,55.98884547981499,1,REGULAR,64.00125685873334,1,REGULAR
614,10,100.0,1,56.82387424043393,1,REGULAR,65.39948658213665,1,REGULAR,55.412413732991475,1,REGULAR,62.13256931020004,1,REGULAR,60.808751848499995,1,REGULAR,59.17538821592001,1,REGULAR,67.60833308213668,1,CLUSTER_HEAD,66.91854694695986,1,REGULAR,55.93383646139499,1,REGULAR,63.94375184850001,1,REGULAR
615,10,100.0,1,56.77136822813393,1,REGULAR,65.34447956778665,1,REGULAR,55.354905716591475,1,REGULAR,62.07256029175004,1,REGULAR,60.746246838249995,1,REGULAR,59.110382203620006,1,REGULAR,67.55630556778668,1,CLUSTER_HEAD,66.86603893055987,1,REGULAR,55.87882744294499,1,REGULAR,63.88624683825001,1,REGULAR
616,10,100.0,1,56.71886221581393,1,REGULAR,65.28947255341332,1,REGULAR,55.29739770016481,1,REGULAR,62.012551273270034,1,REGULAR,60.683741827983326,1,REGULAR,59.04537619130001,1,REGULAR,67.50427802008001,1,CLUSTER_HEAD,66.8135309141332,1,REGULAR,55.82381842446499,1,REGULAR,63.82874182798334,1,REGULAR
617,10,100.0,1,56.66635620347393,1,REGULAR,65.23446553901665,1,REGULAR,55.239889683711475,1,REGULAR,61.95254225476003,1,REGULAR,60.621236817699995,1,REGULAR,58.98037017896001,1,REGULAR,67.45225043901667,1,CLUSTER_HEAD,66.76102289767987,1,REGULAR,55.76880940595499,1,REGULAR,63.77123681770001,1,REGULAR
618,10,100.0,1,56.61385019111393,1,REGULAR,65.17945852459665,1,REGULAR,55.182381667231475,1,REGULAR,61.89253323622003,1,REGULAR,60.558731807399994,1,REGULAR,58.91536416660001,1,REGULAR,67.40022282459667,1,CLUSTER_HEAD,66.70851488119986,1,REGULAR,55.71380038741499,1,REGULAR,63.71373180740001,1,REGULAR
619,10,100.0,1,56.56134417873393,1,REGULAR,65.12445151015332,1,REGULAR,55.12487365072481,1,REGULAR,61.83252421765003,1,REGULAR,60.496226797083324,1,REGULAR,58.850358154220004,1,REGULAR,67.34819517682,1,CLUSTER_HEAD,66.6560068646932,1,REGULAR,55.658791368844994,1,REGULAR,63.65622679708334,1,REGULAR
620,10,100.0,1,56.50883816633393,1,REGULAR,65.06944449568665,1,REGULAR,55.067365634191475,1,REGULAR,61.772515199050034,1,REGULAR,60.43372178674999,1,REGULAR,58.785352141820006,1,REGULAR,67.29616749568666,1,CLUSTER_HEAD,66.60349884815986,1,REGULAR,55.60378235024499,1,REGULAR,63.598721786750005,1,REGULAR
621,10,100.0,1,56.456332153913934,1,REGULAR,65.01443748119665,1,REGULAR,55.009857617631475,1,REGULAR,61.712506180420036,1,REGULAR,60.37121677639999,1,REGULAR,58.720346129400006,1,REGULAR,67.24413978119665,1,CLUSTER_HEAD,66.55099083159986,1,REGULAR,55.54877333161499,1,REGULAR,63.541216776400006,1,REGULAR
622,10,100.0,1,56.403826141473935,1,REGULAR,64.95943046668332,1,REGULAR,54.95234960104481,1,REGULAR,61.65249716176004,1,REGULAR,60.308711766033326,1,REGULAR,58.655340116960005,1,REGULAR,67.19211203334999,1,CLUSTER_HEAD,66.49848281501319,1,REGULAR,55.49376431295499,1,REGULAR,63.48371176603334,1,REGULAR
623,10,100.0,1,56.351320129013935,1,REGULAR,64.90442345214664,1,REGULAR,54.894841584431475,1,REGULAR,61.592488143070035,1,REGULAR,60.24620675564999,1,REGULAR,58.5903341045,1,REGULAR,67.14008425214666,1,CLUSTER_HEAD,66.44597479839986,1,REGULAR,55.438755294264986,1,REGULAR,63.42620675565001,1,REGULAR
624,10,100.0,1,56.29881411653393,1,REGULAR,64.84941643758664,1,REGULAR,54.837333567791475,1,REGULAR,61.53247912435003,1,REGULAR,60.18370174524999,1,REGULAR,58.525328092020004,1,REGULAR,67.08805643758667,1,CLUSTER_HEAD,66.39346678175986,1,REGULAR,55.383746275544986,1,REGULAR,63.36870174525001,1,REGULAR
625,10,100.0,1,56.246308104033936,1,REGULAR,64.7944094230033,1,REGULAR,54.77982555112481,1,REGULAR,61.47247010560003,1,REGULAR,60.121196734833326,1,REGULAR,58.460322079520004,1,REGULAR,67.03602858967001,1,CLUSTER_HEAD,66.34095876509319,1,REGULAR,55.32873725679499,1,REGULAR,63.31119673483334,1,REGULAR
626,10,100.0,1,56.19380209151394,1,REGULAR,64.73940240839663,1,REGULAR,54.722317534431475,1,REGULAR,61.41246108682003,1,REGULAR,60.05869172439999,1,REGULAR,58.395316067,1,REGULAR,66.98400070839668,1,CLUSTER_HEAD,66.28845074839985,1,REGULAR,55.27372823801499,1,REGULAR,63.25369172440001,1,REGULAR
627,10,100.0,1,56.14129607897394,1,REGULAR,64.68439539376664,1,REGULAR,54.664809517711475,1,REGULAR,61.35245206801003,1,REGULAR,59.99618671394999,1,REGULAR,58.33031005446,1,REGULAR,66.93197279376668,1,CLUSTER_HEAD,66.23594273167986,1,REGULAR,55.21871921920499,1,REGULAR,63.196186713950006,1,REGULAR
628,10,100.0,1,56.088790066413935,1,REGULAR,64.62938837911331,1,REGULAR,54.60730150096481,1,REGULAR,61.29244304917003,1,REGULAR,59.93368170348332,1,REGULAR,58.2653040419,1,REGULAR,66.87994484578002,1,CLUSTER_HEAD,66.18343471493318,1,REGULAR,55.16371020036499,1,REGULAR,63.138681703483336,1,REGULAR
629,10,100.0,1,56.03628405383394,1,REGULAR,64.57438136443665,1,REGULAR,54.549793484191476,1,REGULAR,61.232434030300034,1,REGULAR,59.87117669299999,1,REGULAR,58.20029802932,1,REGULAR,66.82791686443669,1,CLUSTER_HEAD,66.13092669815985,1,REGULAR,55.108701181494986,1,REGULAR,63.081176693,1,REGULAR
630,10,100.0,1,55.98377804123394,1,REGULAR,64.51937434973665,1,REGULAR,54.492285467391476,1,REGULAR,61.17242501140004,1,REGULAR,59.80867168249999,1,REGULAR,58.13529201672,1,REGULAR,66.77588884973669,1,CLUSTER_HEAD,66.07841868135985,1,REGULAR,55.053692162594984,1,REGULAR,63.0236716825,1,REGULAR
631,10,100.0,1,55.93127202861394,1,REGULAR,64.46436733501332,1,REGULAR,54.43477745056481,1,REGULAR,61.112415992470034,1,REGULAR,59.746166671983325,1,REGULAR,58.0702860041,1,REGULAR,66.72386080168002,1,CLUSTER_HEAD,66.02591066453319,1,REGULAR,54.998683143664984,1,REGULAR,62.96616667198334,1,REGULAR
632,10,100.0,1,55.87876601597394,1,REGULAR,64.40936032026666,1,REGULAR,54.377269433711476,1,REGULAR,61.05240697351003,1,REGULAR,59.68366166144999,1,REGULAR,58.00527999146,1,REGULAR,66.67183272026668,1,CLUSTER_HEAD,65.97340264767985,1,REGULAR,54.943674124704984,1,REGULAR,62.908661661450004,1,REGULAR
633,10,100.0,1,55.82626000331394,1,REGULAR,64.35435330549666,1,REGULAR,54.319761416831476,1,REGULAR,60.99239795452003,1,REGULAR,59.62115665089999,1,REGULAR,57.9402739788,1,REGULAR,66.61980460549668,1,CLUSTER_HEAD,65.92089463079985,1,REGULAR,54.888665105714985,1,REGULAR,62.8511566509,1,REGULAR
634,10,100.0,1,55.77375399063394,1,REGULAR,64.29934629070333,1,REGULAR,54.26225339992481,1,REGULAR,60.93238893550003,1,REGULAR,59.55865164033332,1,REGULAR,57.87526796612,1,REGULAR,66.56777645737002,1,CLUSTER_HEAD,65.86838661389318,1,REGULAR,54.83365608669499,1,REGULAR,62.79365164033334,1,REGULAR
635,10,100.0,1,55.72124797793394,1,REGULAR,64.24433927588666,1,REGULAR,54.204745382991476,1,REGULAR,60.87237991645003,1,REGULAR,59.49614662974999,1,REGULAR,57.810261953419996,1,REGULAR,66.51574827588668,1,CLUSTER_HEAD,65.81587859695985,1,REGULAR,54.77864706764499,1,REGULAR,62.73614662975,1,REGULAR
636,10,100.0,1,55.66874196521394,1,REGULAR,64.18933226104666,1,REGULAR,54.147237366031476,1,REGULAR,60.81237089737003,1,REGULAR,59.43364161914999,1,REGULAR,57.7452559407,1,REGULAR,66.46372006104667,1,CLUSTER_HEAD,65.76337057999984,1,REGULAR,54.723638048564986,1,REGULAR,62.67864161915,1,REGULAR
637,10,100.0,1,55.61623595247394,1,REGULAR,64.13432524618332,1,REGULAR,54.08972934904481,1,REGULAR,60.75236187826003,1,REGULAR,59.37113660853332,1,REGULAR,57.68024992796,1,REGULAR,66.41169181285,1,CLUSTER_HEAD,65.71086256301318,1,REGULAR,54.66862902945498,1,REGULAR,62.621136608533334,1,REGULAR
638,10,100.0,1,55.563729939713944,1,REGULAR,64.07931823129665,1,REGULAR,54.032221332031476,1,REGULAR,60.692352859120035,1,REGULAR,59.30863159789999,1,REGULAR,57.6152439152,1,REGULAR,66.35966353129666,1,CLUSTER_HEAD,65.65835454599984,1,REGULAR,54.61362001031498,1,REGULAR,62.5636315979,1,REGULAR
639,10,100.0,1,55.511223926933944,1,REGULAR,64.02431121638665,1,REGULAR,53.974713314991476,1,REGULAR,60.63234383995003,1,REGULAR,59.24612658724999,1,REGULAR,57.550237902419994,1,REGULAR,66.30763521638667,1,CLUSTER_HEAD,65.60584652895984,1,REGULAR,54.55861099114498,1,REGULAR,62.50612658725,1,REGULAR
640,10,100.0,1,55.45871791413394,1,REGULAR,63.96930420145332,1,REGULAR,53.91720529792481,1,REGULAR,60.57233482075003,1,REGULAR,59.18362157658332,1,REGULAR,57.485231889619996,1,REGULAR,66.25560686812001,1,CLUSTER_HEAD,65.55333851189317,1,REGULAR,54.50360197194498,1,REGULAR,62.448621576583335,1,REGULAR
641,10,100.0,1,55.406211901313945,1,REGULAR,63.914297186496654,1,REGULAR,53.859697280831476,1,REGULAR,60.51232580152003,1,REGULAR,59.12111656589999,1,REGULAR,57.4202258768,1,REGULAR,66.20357848649668,1,CLUSTER_HEAD,65.50083049479984,1,REGULAR,54.44859295271498,1,REGULAR,62.3911165659,1,REGULAR
642,10,100.0,1,55.35370588847395,1,REGULAR,63.859290171516655,1,REGULAR,53.802189263711476,1,REGULAR,60.45231678226003,1,REGULAR,59.05861155519999,1,REGULAR,57.355219863959995,1,REGULAR,66.15155007151668,1,CLUSTER_HEAD,65.44832247767984,1,REGULAR,54.393583933454984,1,REGULAR,62.3336115552,1,REGULAR
643,10,100.0,1,55.301199875613946,1,REGULAR,63.80428315651332,1,REGULAR,53.74468124656481,1,REGULAR,60.39230776297003,1,REGULAR,58.99610654448332,1,REGULAR,57.29021385109999,1,REGULAR,66.09952162318001,1,CLUSTER_HEAD,65.39581446053317,1,REGULAR,54.33857491416499,1,REGULAR,62.27610654448333,1,REGULAR
644,10,100.0,1,55.248693862733944,1,REGULAR,63.749276141486654,1,REGULAR,53.687173229391476,1,REGULAR,60.33229874365003,1,REGULAR,58.933601533749986,1,REGULAR,57.225207838219994,1,REGULAR,66.04749314148668,1,CLUSTER_HEAD,65.34330644335984,1,REGULAR,54.28356589484498,1,REGULAR,62.21860153375,1,REGULAR
645,10,100.0,1,55.19618784983395,1,REGULAR,63.69426912643665,1,REGULAR,53.629665212191476,1,REGULAR,60.27228972430003,1,REGULAR,58.871096522999984,1,REGULAR,57.160201825319994,1,REGULAR,65.99546462643669,1,CLUSTER_HEAD,65.29079842615984,1,REGULAR,54.22855687549498,1,REGULAR,62.161096523,1,REGULAR
646,10,100.0,1,55.14368183691395,1,REGULAR,63.639262111363315,1,REGULAR,53.57215719496481,1,REGULAR,60.21228070492003,1,REGULAR,58.80859151223332,1,REGULAR,57.09519581239999,1,REGULAR,65.94343607803002,1,CLUSTER_HEAD,65.23829040893317,1,REGULAR,54.17354785611498,1,REGULAR,62.10359151223333,1,REGULAR
647,10,100.0,1,55.09117582397395,1,REGULAR,63.58425509626665,1,REGULAR,53.514649177711476,1,REGULAR,60.15227168551003,1,REGULAR,58.74608650144999,1,REGULAR,57.03018979945999,1,REGULAR,65.89140749626668,1,CLUSTER_HEAD,65.18578239167984,1,REGULAR,54.11853883670498,1,REGULAR,62.04608650145,1,REGULAR
648,10,100.0,1,55.038669811013946,1,REGULAR,63.529248081146655,1,REGULAR,53.457141160431476,1,REGULAR,60.09226266607003,1,REGULAR,58.683581490649985,1,REGULAR,56.96518378649999,1,REGULAR,65.83937888114667,1,CLUSTER_HEAD,65.13327437439983,1,REGULAR,54.06352981726498,1,REGULAR,61.98858149065,1,REGULAR
649,10,100.0,1,54.98616379803395,1,REGULAR,63.47424106600332,1,REGULAR,53.39963314312481,1,REGULAR,60.032253646600026,1,REGULAR,58.62107647983332,1,REGULAR,56.90017777351999,1,REGULAR,65.78735023267001,1,CLUSTER_HEAD,65.08076635709317,1,REGULAR,54.00852079779498,1,REGULAR,61.93107647983333,1,REGULAR
650,10,100.0,1,54.93365778503395,1,REGULAR,63.41923405083666,1,REGULAR,53.342125125791476,1,REGULAR,59.972244627100025,1,REGULAR,58.558571468999986,1,REGULAR,56.83517176051999,1,REGULAR,65.73532155083667,1,CLUSTER_HEAD,65.02825833975983,1,REGULAR,53.95351177829498,1,REGULAR,61.873571469,1,REGULAR
651,10,100.0,1,54.88115177201395,1,REGULAR,63.36422703564666,1,REGULAR,53.284617108431476,1,REGULAR,59.912235607570025,1,REGULAR,58.49606645814998,1,REGULAR,56.77016574749999,1,REGULAR,65.68329283564667,1,CLUSTER_HEAD,64.97575032239983,1,REGULAR,53.898502758764984,1,REGULAR,61.81606645815,1,REGULAR
652,10,100.0,1,54.82864575897395,1,REGULAR,63.30922002043332,1,REGULAR,53.22710909104481,1,REGULAR,59.852226588010026,1,REGULAR,58.43356144728332,1,REGULAR,56.70515973445999,1,REGULAR,65.63126408709999,1,CLUSTER_HEAD,64.92324230501316,1,REGULAR,53.84349373920498,1,REGULAR,61.75856144728333,1,REGULAR
653,10,100.0,1,54.77613974591395,1,REGULAR,63.254213005196654,1,REGULAR,53.169601073631476,1,REGULAR,59.79221756842003,1,REGULAR,58.37105643639998,1,REGULAR,56.64015372139999,1,REGULAR,65.57923530519665,1,CLUSTER_HEAD,64.87073428759983,1,REGULAR,53.78848471961498,1,REGULAR,61.701056436399995,1,REGULAR
654,10,100.0,1,54.72363373283395,1,REGULAR,63.19920598993665,1,REGULAR,53.112093056191476,1,REGULAR,59.73220854880003,1,REGULAR,58.308551425499985,1,REGULAR,56.57514770831999,1,REGULAR,65.52720648993666,1,CLUSTER_HEAD,64.81822627015983,1,REGULAR,53.733475699994976,1,REGULAR,61.64355142549999,1,REGULAR
655,10,100.0,1,54.67112771973395,1,REGULAR,63.14419897465332,1,REGULAR,53.05458503872481,1,REGULAR,59.67219952915003,1,REGULAR,58.24604641458332,1,REGULAR,56.510141695219986,1,REGULAR,65.47517764132,1,CLUSTER_HEAD,64.76571825269316,1,REGULAR,53.678466680344975,1,REGULAR,61.58604641458333,1,REGULAR
656,10,100.0,1,54.61862170661395,1,REGULAR,63.08919195934666,1,REGULAR,52.997077021231476,1,REGULAR,59.612190509470025,1,REGULAR,58.18354140364998,1,REGULAR,56.44513568209999,1,REGULAR,65.42314875934667,1,CLUSTER_HEAD,64.71321023519982,1,REGULAR,53.623457660664975,1,REGULAR,61.528541403649996,1,REGULAR
657,10,100.0,1,54.566115693473954,1,REGULAR,63.03418494401666,1,REGULAR,52.939569003711476,1,REGULAR,59.552181489760024,1,REGULAR,58.121036392699985,1,REGULAR,56.38012966895999,1,REGULAR,65.37111984401668,1,CLUSTER_HEAD,64.66070221767983,1,REGULAR,53.568448640954976,1,REGULAR,61.47103639269999,1,REGULAR
658,10,100.0,1,54.513609680313955,1,REGULAR,62.979177928663326,1,REGULAR,52.88206098616481,1,REGULAR,59.49217247002002,1,REGULAR,58.05853138173332,1,REGULAR,56.31512365579999,1,REGULAR,65.31909089533,1,CLUSTER_HEAD,64.60819420013316,1,REGULAR,53.51343962121498,1,REGULAR,61.41353138173333,1,REGULAR
659,10,100.0,1,54.461103667133955,1,REGULAR,62.92417091328666,1,REGULAR,52.824552968591476,1,REGULAR,59.43216345025002,1,REGULAR,57.99602637074998,1,REGULAR,56.25011764261998,1,REGULAR,65.26706191328668,1,CLUSTER_HEAD,64.55568618255982,1,REGULAR,53.45843060144498,1,REGULAR,61.356026370749994,1,REGULAR
660,10,100.0,1,54.40859765393395,1,REGULAR,62.86916389788666,1,REGULAR,52.767044950991476,1,REGULAR,59.372154430450024,1,REGULAR,57.93352135974998,1,REGULAR,56.185111629419985,1,REGULAR,65.21503289788669,1,CLUSTER_HEAD,64.50317816495982,1,REGULAR,53.40342158164498,1,REGULAR,61.29852135974999,1,REGULAR
661,10,100.0,1,54.356091640713956,1,REGULAR,62.81415688246332,1,REGULAR,52.70953693336481,1,REGULAR,59.312145410620026,1,REGULAR,57.87101634873331,1,REGULAR,56.120105616199986,1,REGULAR,65.16300384913002,1,CLUSTER_HEAD,64.45067014733316,1,REGULAR,53.348412561814975,1,REGULAR,61.241016348733325,1,REGULAR
662,10,100.0,1,54.30358562747396,1,REGULAR,62.75914986701665,1,REGULAR,52.652028915711476,1,REGULAR,59.25213639076003,1,REGULAR,57.80851133769998,1,REGULAR,56.055099602959984,1,REGULAR,65.11097476701669,1,CLUSTER_HEAD,64.39816212967982,1,REGULAR,53.29340354195497,1,REGULAR,61.18351133769999,1,REGULAR
663,10,100.0,1,54.25107961421396,1,REGULAR,62.704142851546656,1,REGULAR,52.594520898031476,1,REGULAR,59.192127370870026,1,REGULAR,57.74600632664998,1,REGULAR,55.99009358969998,1,REGULAR,65.05894565154668,1,CLUSTER_HEAD,64.34565411199982,1,REGULAR,53.23839452206497,1,REGULAR,61.12600632664999,1,REGULAR
664,10,100.0,1,54.198573600933955,1,REGULAR,62.649135836053325,1,REGULAR,52.53701288032481,1,REGULAR,59.13211835095002,1,REGULAR,57.683501315583314,1,REGULAR,55.92508757641998,1,REGULAR,65.00691650272002,1,CLUSTER_HEAD,64.29314609429315,1,REGULAR,53.18338550214497,1,REGULAR,61.068501315583326,1,REGULAR
665,10,100.0,1,54.14606758763396,1,REGULAR,62.59412882053666,1,REGULAR,52.479504862591476,1,REGULAR,59.07210933100002,1,REGULAR,57.62099630449998,1,REGULAR,55.860081563119984,1,REGULAR,64.95488732053668,1,CLUSTER_HEAD,64.24063807655982,1,REGULAR,53.12837648219497,1,REGULAR,61.01099630449999,1,REGULAR
666,10,100.0,1,54.09356157431396,1,REGULAR,62.53912180499666,1,REGULAR,52.421996844831476,1,REGULAR,59.01210031102002,1,REGULAR,57.55849129339998,1,REGULAR,55.79507554979998,1,REGULAR,64.90285810499668,1,CLUSTER_HEAD,64.18813005879981,1,REGULAR,53.073367462214975,1,REGULAR,60.95349129339999,1,REGULAR
667,10,100.0,1,54.04105556097396,1,REGULAR,62.48411478943333,1,REGULAR,52.36448882704481,1,REGULAR,58.95209129101002,1,REGULAR,57.49598628228331,1,REGULAR,55.73006953645998,1,REGULAR,64.85082885610001,1,CLUSTER_HEAD,64.13562204101315,1,REGULAR,53.01835844220498,1,REGULAR,60.895986282283324,1,REGULAR
668,10,100.0,1,53.98854954761396,1,REGULAR,62.42910777384666,1,REGULAR,52.306980809231476,1,REGULAR,58.89208227097002,1,REGULAR,57.43348127114998,1,REGULAR,55.66506352309998,1,REGULAR,64.79879957384667,1,CLUSTER_HEAD,64.08311402319981,1,REGULAR,52.963349422164974,1,REGULAR,60.83848127114999,1,REGULAR
