Node_ID,Death_Time,Node_Type,Initial_Energy,Final_Energy
1,2053,REGULAR,13.996601712389987,0
2,1803,REGULAR,100.0,0
3,2023,REGULAR,13.719089518512554,0
4,1650,REGULAR,100.0,0
5,1587,REGULAR,100.0,0
6,1525,REGULAR,100.0,0
7,1913,CLUSTER_HEAD,100.0,0
8,1889,REGULAR,100.0,0
9,2031,CLUSTER_HEAD,13.839571816200813,0
10,1726,REGULAR,100.0,0
