Times,OperatingNodes,DeadNodes,EnergyConsumed
259,94,6,12.95
260,93,7,11.3
261,93,7,9.7
262,93,7,9.7
263,93,7,9.7
264,93,7,9.7
265,92,8,9.7
266,92,8,9.05
267,92,8,9.05
268,91,9,9.05
269,91,9,8.4
270,91,9,8.4
271,91,9,8.4
272,91,9,8.4
273,91,9,8.4
274,91,9,8.4
275,91,9,8.4
276,89,11,8.4
277,89,11,7.1
278,87,13,7.1
279,86,14,5.8
280,86,14,5.15
281,86,14,5.15
282,86,14,5.15
283,85,15,5.15
284,85,15,4.5
285,85,15,4.5
286,85,15,4.5
287,85,15,4.5
288,85,15,4.5
289,85,15,4.5
290,85,15,4.5
291,85,15,4.5
292,85,15,4.5
293,85,15,4.5
294,85,15,4.5
295,85,15,4.5
296,85,15,4.5
297,85,15,4.5
298,83,17,4.5
299,83,17,3.2
300,83,17,3.2
301,83,17,3.2
302,83,17,3.2
303,83,17,3.2
304,83,17,3.2
305,83,17,3.2
306,83,17,3.2
307,83,17,1.95
308,83,17,13.55
309,83,17,14.15
310,83,17,13.55
311,83,17,13.55
312,82,18,13.55
313,82,18,12.6
314,82,18,12.6
315,82,18,12.6
316,82,18,12.6
317,82,18,12.6
318,82,18,12.6
319,82,18,12.6
320,82,18,12.6
321,82,18,12.6
322,82,18,12.3
323,82,18,12.6
324,81,19,12.3
325,79,21,9.4
326,79,21,8.4
327,77,23,8.1
328,77,23,5.5
329,76,24,4.85
330,76,24,4.2
331,76,24,4.2
332,76,24,4.2
333,76,24,4.2
334,76,24,4.2
335,76,24,4.2
336,76,24,4.2
337,76,24,4.2
338,76,24,4.2
339,76,24,4.2
340,76,24,4.2
341,76,24,4.2
342,76,24,4.2
343,76,24,4.2
344,76,24,4.2
345,76,24,4.2
346,76,24,4.2
347,76,24,4.2
348,76,24,4.2
349,76,24,4.2
350,76,24,4.2
351,76,24,4.2
352,76,24,4.2
353,76,24,4.2
354,76,24,4.2
355,76,24,4.2
356,76,24,4.2
357,76,24,4.2
358,76,24,4.2
359,76,24,4.2
360,76,24,4.2
361,76,24,4.2
362,76,24,4.2
363,76,24,4.2
364,76,24,4.2
365,76,24,4.2
366,76,24,4.2
367,76,24,4.2
368,76,24,4.2
369,76,24,4.2
370,76,24,3.25
371,76,24,9.05
372,76,24,9.05
373,76,24,9.05
374,76,24,9.05
375,76,24,8.75
376,76,24,9.05
377,76,24,9.05
378,76,24,9.05
379,76,24,8.75
380,76,24,9.05
381,76,24,8.75
382,76,24,9.05
383,76,24,8.75
384,76,24,9.05
385,76,24,8.75
386,76,24,9.05
387,76,24,8.75
388,76,24,9.05
389,76,24,8.75
390,75,25,8.75
391,75,25,7.75
392,73,27,6.15
393,72,28,4.85
394,72,28,3.55
395,72,28,3.55
396,72,28,3.55
397,72,28,3.55
398,72,28,3.55
399,72,28,3.55
400,72,28,3.55
401,72,28,3.55
402,72,28,3.55
403,72,28,3.55
404,71,29,3.55
405,71,29,2.9
406,71,29,2.9
407,71,29,2.9
408,71,29,2.9
409,71,29,2.9
410,71,29,2.9
411,71,29,2.9
412,71,29,2.9
413,71,29,2.9
414,70,30,2.9
415,70,30,2.25
416,70,30,2.25
417,70,30,2.25
418,70,30,2.25
419,70,30,2.25
420,70,30,2.25
421,70,30,2.25
422,70,30,2.25
423,70,30,2.25
424,70,30,2.25
425,70,30,2.25
426,70,30,2.25
427,70,30,2.25
428,70,30,2.25
429,70,30,2.25
430,70,30,2.25
431,70,30,2.25
432,70,30,2.25
433,70,30,1.3
434,70,30,6.8
435,70,30,6.8
436,70,30,6.8
437,70,30,6.8
438,70,30,6.8
439,70,30,6.8
440,70,30,6.8
441,70,30,6.8
442,70,30,6.8
443,70,30,6.8
444,70,30,6.8
445,70,30,6.8
446,68,32,5.5
447,68,32,4.5
448,68,32,4.2
449,68,32,4.2
450,68,32,4.2
451,68,32,4.2
452,68,32,4.2
453,67,33,4.2
454,67,33,2.9
455,66,34,2.25
456,66,34,1.6
457,66,34,1.6
458,66,34,1.6
459,66,34,1.6
460,66,34,1.6
461,66,34,1.6
462,66,34,1.6
463,66,34,1.6
464,66,34,1.6
465,66,34,1.6
466,66,34,1.6
467,66,34,1.6
468,66,34,1.6
469,66,34,1.6
470,66,34,1.6
471,66,34,1.6
472,66,34,1.6
473,66,34,1.6
474,66,34,1.6
475,66,34,1.6
476,66,34,1.6
477,66,34,1.6
478,66,34,1.6
479,66,34,1.6
480,66,34,1.6
481,66,34,1.6
482,66,34,1.6
483,66,34,1.6
484,66,34,1.6
485,66,34,1.6
486,66,34,1.6
487,66,34,1.6
488,66,34,1.6
489,66,34,1.6
490,66,34,1.6
491,66,34,1.6
492,66,34,1.6
493,66,34,1.6
494,66,34,1.6
495,66,34,1.6
496,66,34,0.65
497,66,34,3.55
498,66,34,3.55
499,66,34,3.55
500,66,34,3.55
501,66,34,3.55
502,66,34,3.55
503,66,34,3.55
504,66,34,3.55
505,66,34,3.55
506,66,34,3.55
507,65,35,3.55
508,65,35,2.25
509,65,35,2.25
510,65,35,2.25
511,65,35,2.25
512,65,35,2.25
513,65,35,2.25
514,65,35,2.25
515,65,35,2.25
516,65,35,2.25
517,65,35,2.25
518,65,35,2.25
519,65,35,2.25
520,65,35,2.25
521,65,35,2.25
522,65,35,2.25
523,65,35,2.25
524,65,35,2.25
525,65,35,2.25
526,65,35,2.25
527,65,35,2.25
528,65,35,2.25
529,65,35,2.25
530,65,35,2.25
531,65,35,2.25
532,65,35,2.25
533,65,35,2.25
534,65,35,2.25
535,65,35,2.25
536,65,35,2.25
537,65,35,2.25
538,65,35,2.25
539,65,35,2.25
540,65,35,2.25
541,65,35,2.25
542,65,35,2.25
543,65,35,2.25
544,65,35,2.25
545,65,35,2.25
546,65,35,2.25
547,65,35,2.25
548,65,35,2.25
549,65,35,2.25
550,65,35,2.25
551,65,35,2.25
552,65,35,2.25
553,65,35,2.25
554,65,35,2.25
555,65,35,2.25
556,65,35,2.25
557,65,35,2.25
558,65,35,1.3
559,65,35,18.8
560,65,35,19.4
561,65,35,19.4
562,65,35,19.1
563,65,35,19.4
564,65,35,19.4
565,65,35,19.4
566,65,35,19.1
567,65,35,19.1
568,65,35,18.8
569,60,40,17.15
570,58,42,12.3
571,55,45,9.7
572,55,45,5.5
573,55,45,5.5
574,55,45,5.5
575,55,45,5.5
576,55,45,5.5
577,54,46,4.85
578,54,46,4.5
579,54,46,4.2
580,53,47,3.55
581,53,47,2.9
582,53,47,2.9
583,53,47,2.9
584,53,47,2.9
585,53,47,2.9
586,53,47,2.9
587,53,47,2.9
588,53,47,2.9
589,53,47,2.9
590,53,47,2.9
591,53,47,2.9
592,53,47,2.9
593,53,47,2.9
594,53,47,2.9
595,53,47,2.9
596,53,47,2.9
597,53,47,2.9
598,53,47,2.9
599,53,47,2.9
600,53,47,2.9
601,53,47,2.9
602,53,47,2.9
603,53,47,2.9
604,53,47,2.9
605,53,47,2.9
606,53,47,2.9
607,53,47,2.9
608,53,47,2.9
609,53,47,2.9
610,53,47,2.9
611,53,47,2.9
612,53,47,2.9
613,53,47,2.9
614,53,47,2.9
615,53,47,2.9
616,53,47,2.9
617,53,47,2.9
618,53,47,2.9
619,53,47,1.95
620,53,47,2.25
621,53,47,2.25
622,53,47,2.25
623,53,47,2.25
624,53,47,2.25
625,53,47,2.25
626,53,47,2.25
627,53,47,2.25
628,53,47,2.25
629,53,47,2.25
630,53,47,2.25
631,53,47,2.25
632,53,47,2.25
633,53,47,2.25
634,53,47,2.25
635,53,47,2.25
636,53,47,2.25
637,53,47,2.25
638,53,47,2.25
639,53,47,2.25
640,53,47,2.25
641,53,47,2.25
642,53,47,2.25
643,53,47,2.25
644,53,47,2.25
645,53,47,2.25
646,53,47,2.25
647,53,47,2.25
648,53,47,2.25
649,53,47,2.25
650,53,47,2.25
651,53,47,2.25
652,53,47,2.25
653,53,47,2.25
654,53,47,2.25
655,53,47,2.25
656,53,47,2.25
657,53,47,2.25
658,53,47,2.25
659,53,47,2.25
660,53,47,2.25
661,53,47,2.25
662,53,47,2.25
663,53,47,2.25
664,53,47,2.25
665,53,47,2.25
666,53,47,2.25
667,53,47,2.25
668,53,47,2.25
669,53,47,2.25
670,53,47,2.25
671,53,47,2.25
672,53,47,2.25
673,53,47,2.25
674,53,47,2.25
675,53,47,2.25
676,53,47,2.25
677,53,47,2.25
678,53,47,2.25
679,53,47,2.25
680,53,47,1.3
681,53,47,4.2
682,53,47,4.2
683,53,47,4.2
684,53,47,4.2
685,53,47,4.2
686,53,47,4.2
687,53,47,4.2
688,53,47,4.2
689,53,47,4.2
690,53,47,4.2
691,53,47,4.2
692,53,47,4.2
693,53,47,4.2
694,53,47,4.2
695,53,47,4.2
696,53,47,4.2
697,53,47,4.2
698,53,47,4.2
699,53,47,4.2
700,53,47,4.2
701,53,47,4.2
702,53,47,4.2
703,53,47,4.2
704,53,47,4.2
705,53,47,4.2
706,53,47,4.2
707,53,47,4.2
708,53,47,4.2
709,53,47,4.2
710,53,47,4.2
711,53,47,4.2
712,53,47,4.2
713,53,47,4.2
714,53,47,4.2
715,53,47,4.2
716,53,47,4.2
717,53,47,4.2
718,53,47,4.2
719,53,47,4.2
720,53,47,4.2
721,53,47,4.2
722,53,47,4.2
723,53,47,4.2
724,53,47,4.2
725,53,47,4.2
726,53,47,4.2
727,53,47,4.2
728,53,47,4.2
729,53,47,4.2
730,53,47,4.2
731,53,47,4.2
732,53,47,4.2
733,53,47,4.2
734,53,47,4.2
735,53,47,4.2
736,53,47,4.2
737,53,47,4.2
738,53,47,3.25
739,53,47,14.25
740,53,47,13.95
741,53,47,14.25
742,53,47,13.95
743,53,47,14.25
744,53,47,13.95
745,53,47,13.95
746,53,47,13.95
747,53,47,13.95
748,53,47,13.95
749,51,49,12.95
750,51,49,11.35
751,50,50,11.35
752,46,54,9.4
753,45,55,4.85
754,45,55,3.55
755,45,55,3.55
756,45,55,3.55
757,45,55,3.55
758,45,55,3.55
759,45,55,3.55
760,45,55,3.55
761,45,55,3.55
762,45,55,3.55
763,44,56,3.55
764,44,56,2.9
765,44,56,2.9
766,44,56,2.9
767,44,56,2.9
768,43,57,2.9
769,43,57,2.25
770,43,57,2.25
771,43,57,2.25
772,43,57,2.25
773,43,57,2.25
774,43,57,2.25
775,43,57,2.25
776,43,57,2.25
777,43,57,2.25
778,43,57,2.25
779,43,57,2.25
780,43,57,2.25
781,43,57,2.25
782,43,57,2.25
783,43,57,2.25
784,43,57,2.25
785,43,57,2.25
786,43,57,2.25
787,43,57,2.25
788,43,57,2.25
789,43,57,2.25
790,43,57,2.25
791,43,57,2.25
792,43,57,1.3
793,43,57,5.8
794,42,58,5.5
795,42,58,4.85
796,42,58,4.85
797,42,58,4.85
798,42,58,4.85
799,41,59,4.85
800,41,59,4.2
801,41,59,4.2
802,41,59,4.2
803,41,59,4.2
804,41,59,4.2
805,41,59,4.2
806,41,59,4.2
807,41,59,4.2
808,41,59,4.2
809,41,59,4.2
810,41,59,4.2
811,41,59,4.2
812,41,59,4.2
813,41,59,4.2
814,41,59,4.2
815,41,59,4.2
816,41,59,4.2
817,41,59,4.2
818,41,59,4.2
819,41,59,4.2
820,41,59,4.2
821,41,59,4.2
822,40,60,3.55
823,40,60,2.9
824,40,60,2.9
825,40,60,2.9
826,40,60,2.9
827,40,60,2.9
828,40,60,2.9
829,40,60,2.9
830,40,60,2.9
831,40,60,2.9
832,40,60,2.9
833,40,60,2.9
834,40,60,2.9
835,40,60,2.9
836,40,60,2.9
837,40,60,2.9
838,40,60,2.9
839,40,60,2.9
840,40,60,2.9
841,40,60,2.9
842,40,60,2.9
843,40,60,1.95
844,40,60,2.25
845,40,60,2.25
846,40,60,2.25
847,40,60,2.25
848,40,60,2.25
849,40,60,2.25
850,40,60,2.25
851,40,60,2.25
852,40,60,2.25
853,40,60,2.25
854,40,60,2.25
855,40,60,2.25
856,40,60,2.25
857,40,60,2.25
858,40,60,2.25
859,40,60,2.25
860,40,60,2.25
861,40,60,2.25
862,40,60,2.25
863,40,60,2.25
864,40,60,2.25
865,40,60,2.25
866,40,60,2.25
867,40,60,2.25
868,40,60,2.25
869,40,60,2.25
870,40,60,2.25
871,40,60,2.25
872,40,60,2.25
873,40,60,2.25
874,40,60,2.25
875,40,60,2.25
876,40,60,2.25
877,40,60,2.25
878,40,60,2.25
879,40,60,2.25
880,40,60,2.25
881,40,60,2.25
882,40,60,2.25
883,40,60,2.25
884,40,60,2.25
885,40,60,2.25
886,40,60,2.25
887,40,60,2.25
888,40,60,2.25
889,40,60,2.25
890,40,60,2.25
891,40,60,1.3
892,39,61,21.1
893,35,65,19.8
894,32,68,12.65
895,30,70,10.7
896,29,71,8.1
897,28,72,6.15
898,27,73,5.45
899,27,73,4.2
900,26,74,3.55
901,26,74,3.2
902,25,75,2.9
903,25,75,1.6
904,25,75,1.6
905,25,75,1.6
906,25,75,1.6
907,25,75,1.6
908,25,75,1.6
909,25,75,1.6
910,25,75,1.6
911,24,76,1.6
912,24,76,0.65
913,24,76,0.65
914,24,76,0.65
915,24,76,0.65
916,24,76,0.65
917,24,76,0.65
918,24,76,0.65
919,24,76,0.65
920,24,76,0.65
921,24,76,0.65
922,24,76,0.65
923,24,76,0.65
924,24,76,0.65
925,24,76,0.65
926,24,76,0.65
927,24,76,0.65
928,24,76,0.65
929,24,76,0.65
930,24,76,0.65
931,24,76,0.65
932,24,76,0.65
933,24,76,0.65
934,24,76,0.65
935,24,76,0.65
936,24,76,0.65
937,24,76,0.65
938,24,76,0.65
939,24,76,0.65
940,24,76,0.65
941,24,76,0.65
942,24,76,0.65
943,24,76,0.65
944,24,76,0.65
945,24,76,0.65
946,24,76,0.65
947,24,76,0.65
948,24,76,0.65
949,24,76,0.65
950,24,76,0.65
951,24,76,0
952,24,76,2.25
953,23,77,2.25
954,23,77,1.6
955,23,77,1.6
956,23,77,1.6
957,23,77,1.6
958,23,77,1.6
959,23,77,1.6
960,23,77,1.6
961,23,77,1.6
962,23,77,1.6
963,23,77,1.6
964,23,77,1.6
965,23,77,1.6
966,23,77,1.6
967,23,77,1.6
968,23,77,1.6
969,23,77,1.6
970,23,77,1.6
971,23,77,1.6
972,23,77,1.6
973,23,77,1.6
974,23,77,1.6
975,23,77,1.6
976,23,77,1.6
977,23,77,1.6
978,23,77,1.6
979,23,77,1.6
980,23,77,1.6
981,23,77,1.6
982,23,77,1.6
983,23,77,0.65
984,23,77,2.9
985,22,78,2.9
986,22,78,2.25
987,22,78,2.25
988,22,78,2.25
989,22,78,2.25
990,22,78,2.25
991,22,78,2.25
992,22,78,2.25
993,22,78,2.25
994,22,78,2.25
995,22,78,2.25
996,22,78,2.25
997,22,78,2.25
998,21,79,2.25
999,21,79,1.6
1000,21,79,1.6
1001,21,79,1.6
1002,21,79,1.6
1003,21,79,1.6
1004,21,79,1.6
1005,20,80,1.6
1006,20,80,0.65
1007,20,80,0.65
1008,20,80,0.65
1009,20,80,0.65
1010,20,80,0.65
1011,20,80,0.65
1012,20,80,0.65
1013,20,80,0.65
1014,20,80,0.65
1015,20,80,0.65
1016,20,80,0.65
1017,20,80,0
1018,20,80,2.25
1019,20,80,2.25
1020,20,80,2.25
1021,20,80,2.25
1022,20,80,2.25
1023,19,81,2.25
1024,19,81,1.6
1025,19,81,1.6
1026,19,81,1.6
1027,19,81,1.6
1028,19,81,1.6
1029,19,81,1.6
1030,19,81,1.6
1031,19,81,1.6
1032,19,81,1.6
1033,19,81,1.6
1034,19,81,1.6
1035,19,81,1.6
1036,19,81,1.6
1037,19,81,1.6
1038,19,81,1.6
1039,19,81,1.6
1040,19,81,1.6
1041,19,81,1.6
1042,19,81,1.6
1043,19,81,1.6
1044,19,81,1.6
1045,19,81,1.6
1046,19,81,0.65
1047,19,81,1.6
1048,19,81,1.6
1049,19,81,1.6
1050,19,81,1.6
1051,19,81,1.6
1052,19,81,1.6
1053,19,81,1.6
1054,19,81,1.6
1055,19,81,1.6
1056,19,81,1.6
1057,19,81,1.6
1058,18,82,1.6
1059,18,82,0.65
1060,18,82,0.65
1061,18,82,0.65
1062,18,82,0.65
1063,18,82,0.65
1064,18,82,0.65
1065,18,82,0.65
1066,18,82,0.65
1067,18,82,0.65
1068,18,82,0.65
1069,18,82,0.65
1070,18,82,0.65
1071,18,82,0.65
1072,18,82,0.65
1073,18,82,0.65
1074,18,82,0.65
1075,18,82,0.65
1076,18,82,0.65
1077,18,82,0.65
1078,18,82,0.65
1079,18,82,0.65
1080,18,82,0.65
1081,18,82,0.65
1082,18,82,0
1083,18,82,1.6
1084,18,82,1.6
1085,18,82,1.6
1086,18,82,1.6
1087,18,82,1.6
1088,18,82,1.6
1089,18,82,1.6
1090,18,82,1.6
1091,18,82,1.6
1092,18,82,1.6
1093,18,82,1.6
1094,18,82,1.6
1095,18,82,1.6
1096,18,82,1.6
1097,18,82,1.6
1098,18,82,1.6
1099,18,82,1.6
1100,18,82,1.6
1101,18,82,1.6
1102,18,82,1.6
1103,18,82,1.6
1104,18,82,1.6
1105,18,82,1.6
1106,18,82,1.6
1107,18,82,1.6
1108,18,82,1.6
1109,18,82,1.6
1110,18,82,0.65
1111,18,82,0.65
1112,18,82,0.65
1113,18,82,0.65
1114,18,82,0.65
1115,18,82,0.65
1116,18,82,0.65
1117,18,82,0.65
1118,18,82,0.65
1119,18,82,0.65
1120,18,82,0.65
1121,18,82,0.65
1122,18,82,0.65
1123,18,82,0.65
1124,18,82,0.65
1125,18,82,0.65
1126,18,82,0.65
1127,18,82,0.65
1128,18,82,0.65
1129,18,82,0.65
1130,18,82,0.65
1131,18,82,0.65
1132,18,82,0.65
1133,18,82,0.65
1134,18,82,0.65
1135,18,82,0.65
1136,18,82,0.65
1137,18,82,0.65
1138,18,82,0.65
1139,18,82,0.65
1140,18,82,0.65
1141,18,82,0.65
1142,18,82,0.65
1143,18,82,0.65
1144,18,82,0.65
1145,18,82,0.65
1146,18,82,0.65
1147,18,82,0
1148,18,82,1.6
1149,18,82,1.6
1150,18,82,1.6
1151,18,82,1.6
1152,18,82,1.6
1153,18,82,1.6
1154,18,82,1.6
1155,18,82,1.6
1156,18,82,1.6
1157,18,82,1.6
1158,18,82,1.6
1159,18,82,1.6
1160,18,82,1.6
1161,18,82,1.6
1162,18,82,1.6
1163,18,82,1.6
1164,18,82,1.6
1165,18,82,1.6
1166,18,82,1.6
1167,18,82,1.6
1168,18,82,1.6
1169,18,82,1.6
1170,18,82,1.6
1171,18,82,1.6
1172,18,82,0.65
1173,18,82,2.9
1174,18,82,2.9
1175,18,82,2.9
1176,18,82,2.9
1177,18,82,2.9
1178,17,83,2.9
1179,17,83,2.25
1180,16,84,2.25
1181,16,84,1.6
1182,16,84,1.6
1183,16,84,1.6
1184,16,84,1.6
1185,16,84,1.6
1186,16,84,1.6
1187,16,84,1.6
1188,16,84,1.6
1189,16,84,1.6
1190,16,84,1.6
1191,16,84,1.6
1192,16,84,1.6
1193,16,84,0.65
1194,16,84,0.65
1195,16,84,0.65
1196,16,84,0.65
1197,16,84,0.65
1198,16,84,0.65
1199,16,84,0.65
1200,16,84,0.65
1201,16,84,0.65
1202,16,84,0.65
1203,16,84,0.65
1204,16,84,0.65
1205,16,84,0.65
1206,16,84,0.65
1207,16,84,0.65
1208,16,84,0.65
1209,16,84,0.65
1210,16,84,0.65
1211,16,84,0.65
1212,16,84,0.65
1213,16,84,0.65
1214,16,84,0.65
1215,16,84,0.65
1216,16,84,0.65
1217,16,84,0.65
1218,16,84,0.65
1219,16,84,0.65
1220,16,84,0.65
1221,16,84,0
1222,16,84,0.65
1223,16,84,0.65
1224,16,84,0.65
1225,16,84,0.65
1226,16,84,0.65
1227,16,84,0.65
1228,16,84,0.65
1229,16,84,0.65
1230,16,84,0.65
1231,16,84,0.65
1232,16,84,0.65
1233,16,84,0.65
1234,16,84,0.65
1235,16,84,0.65
1236,16,84,0.65
1237,16,84,0.65
1238,16,84,0.65
1239,16,84,0.65
1240,16,84,0.65
1241,16,84,0.65
1242,16,84,0.65
1243,16,84,0.65
1244,16,84,0.65
1245,16,84,0.65
1246,16,84,0.65
1247,16,84,0.65
1248,16,84,0.65
1249,16,84,0
1250,16,84,1.6
1251,16,84,1.6
1252,16,84,1.6
1253,16,84,1.6
1254,16,84,1.6
1255,16,84,1.6
1256,16,84,1.6
1257,16,84,1.6
1258,16,84,1.6
1259,16,84,1.6
1260,16,84,1.6
1261,16,84,1.6
1262,16,84,1.6
1263,16,84,1.6
1264,16,84,1.6
1265,16,84,1.6
1266,16,84,0.65
1267,16,84,1.6
1268,16,84,1.6
1269,16,84,1.6
1270,16,84,1.6
1271,16,84,1.6
1272,16,84,1.6
1273,16,84,1.6
1274,16,84,1.6
1275,16,84,1.6
1276,16,84,1.6
1277,16,84,1.6
1278,16,84,1.6
1279,16,84,1.6
1280,16,84,0.65
1281,16,84,0.65
1282,16,84,0.65
1283,16,84,0.65
1284,16,84,0.65
1285,16,84,0.65
1286,16,84,0.65
1287,16,84,0.65
1288,16,84,0.65
1289,16,84,0.65
1290,16,84,0.65
1291,16,84,0.65
1292,16,84,0.65
1293,16,84,0.65
1294,16,84,0.65
1295,16,84,0.65
1296,16,84,0.65
1297,16,84,0.65
1298,16,84,0.65
1299,16,84,0
1300,16,84,0.65
1301,16,84,0.65
1302,16,84,0.65
1303,16,84,0.65
1304,16,84,0.65
1305,16,84,0.65
1306,16,84,0.65
1307,16,84,0.65
1308,16,84,0.65
1309,16,84,0.65
1310,16,84,0.65
1311,16,84,0.65
1312,16,84,0.65
1313,16,84,0.65
1314,16,84,0.65
1315,16,84,0.65
1316,16,84,0.65
1317,16,84,0
1318,16,84,1.6
1319,16,84,1.6
1320,16,84,1.6
1321,16,84,1.6
1322,16,84,1.6
1323,16,84,1.6
1324,16,84,1.6
1325,16,84,1.6
1326,16,84,1.6
1327,16,84,1.6
1328,16,84,1.6
1329,16,84,1.6
1330,16,84,0.65
1331,16,84,0.65
1332,16,84,0.65
1333,16,84,0.65
1334,16,84,0.65
1335,16,84,0.65
1336,16,84,0.65
1337,16,84,0.65
1338,16,84,0.65
1339,16,84,0.65
1340,16,84,0.65
1341,16,84,0.65
1342,16,84,0.65
1343,16,84,0.65
1344,16,84,0.65
1345,16,84,0.65
1346,16,84,0.65
1347,16,84,0
1348,16,84,0.65
1349,16,84,0.65
1350,16,84,0.65
1351,16,84,0.65
1352,16,84,0.65
1353,16,84,0.65
1354,16,84,0.65
1355,16,84,0.65
1356,16,84,0.65
1357,16,84,0.65
1358,16,84,0.65
1359,16,84,0.65
1360,16,84,0.65
