time,live_nodes,live_percentage,total_transmissions,node_1_energy,node_1_alive,node_1_type,node_2_energy,node_2_alive,node_2_type,node_3_energy,node_3_alive,node_3_type,node_4_energy,node_4_alive,node_4_type,node_5_energy,node_5_alive,node_5_type,node_6_energy,node_6_alive,node_6_type,node_7_energy,node_7_alive,node_7_type,node_8_energy,node_8_alive,node_8_type,node_9_energy,node_9_alive,node_9_type,node_10_energy,node_10_alive,node_10_type,node_11_energy,node_11_alive,node_11_type,node_12_energy,node_12_alive,node_12_type,node_13_energy,node_13_alive,node_13_type,node_14_energy,node_14_alive,node_14_type,node_15_energy,node_15_alive,node_15_type,node_16_energy,node_16_alive,node_16_type,node_17_energy,node_17_alive,node_17_type,node_18_energy,node_18_alive,node_18_type,node_19_energy,node_19_alive,node_19_type,node_20_energy,node_20_alive,node_20_type,node_21_energy,node_21_alive,node_21_type,node_22_energy,node_22_alive,node_22_type,node_23_energy,node_23_alive,node_23_type,node_24_energy,node_24_alive,node_24_type,node_25_energy,node_25_alive,node_25_type,node_26_energy,node_26_alive,node_26_type,node_27_energy,node_27_alive,node_27_type,node_28_energy,node_28_alive,node_28_type,node_29_energy,node_29_alive,node_29_type,node_30_energy,node_30_alive,node_30_type
0,30,100.0,2,149.89288,1,CLUSTER_HEAD,149.55972,1,REGULAR,149.65067999999997,1,CLUSTER_HEAD,149.51963999999998,1,REGULAR,149.8729,1,CLUSTER_HEAD,149.47976,1,REGULAR,149.59972,1,REGULAR,149.57968,1,REGULAR,149.55963999999997,1,REGULAR,149.53979999999999,1,REGULAR,149.63576,1,CLUSTER_HEAD,149.49972000000002,1,REGULAR,149.86784,1,CLUSTER_HEAD,149.59964,1,REGULAR,149.8929,1,CLUSTER_HEAD,149.55976,1,REGULAR,149.53972000000002,1,REGULAR,149.51968,1,REGULAR,149.49964,1,REGULAR,149.4798,1,REGULAR,149.89788,1,CLUSTER_HEAD,149.57971999999998,1,REGULAR,149.88783999999998,1,CLUSTER_HEAD,149.53964,1,REGULAR,149.87789999999998,1,CLUSTER_HEAD,149.87287999999998,1,CLUSTER_HEAD,149.47972,1,REGULAR,149.89784,1,CLUSTER_HEAD,149.57964,1,REGULAR,149.8879,1,CLUSTER_HEAD
1,30,100.0,2,149.78575996626665,1,CLUSTER_HEAD,149.44957999953334,1,REGULAR,149.5335199661333,1,CLUSTER_HEAD,149.3994599994,1,REGULAR,149.74579996633332,1,CLUSTER_HEAD,149.3496399996,1,REGULAR,149.49957999953332,1,REGULAR,149.47451999946665,1,REGULAR,149.44945999939998,1,REGULAR,149.42469999966664,1,REGULAR,149.51363996626668,1,CLUSTER_HEAD,149.37457999953335,1,REGULAR,149.73567996613335,1,CLUSTER_HEAD,149.4994599994,1,REGULAR,149.78579996633334,1,CLUSTER_HEAD,149.4496399996,1,REGULAR,149.42457999953336,1,REGULAR,149.39951999946666,1,REGULAR,149.3744599994,1,REGULAR,149.34969999966668,1,REGULAR,149.79575996626664,1,CLUSTER_HEAD,149.47457999953332,1,REGULAR,149.7756799661333,1,CLUSTER_HEAD,149.4244599994,1,REGULAR,149.7557999663333,1,CLUSTER_HEAD,149.74575996626666,1,CLUSTER_HEAD,149.34957999953332,1,REGULAR,149.79567996613335,1,CLUSTER_HEAD,149.4744599994,1,REGULAR,149.77579996633332,1,CLUSTER_HEAD
2,30,100.0,2,149.6786398988,1,CLUSTER_HEAD,149.00929999766666,1,REGULAR,149.41635989839997,1,CLUSTER_HEAD,149.2792799982,1,REGULAR,149.618699899,1,CLUSTER_HEAD,149.2195199988,1,REGULAR,149.3994399986,1,REGULAR,149.36935999839997,1,REGULAR,149.33927999819997,1,REGULAR,149.30959999899997,1,REGULAR,149.39151989880003,1,CLUSTER_HEAD,149.24943999860002,1,REGULAR,149.60351989840004,1,CLUSTER_HEAD,149.3992799982,1,REGULAR,149.67869989900004,1,CLUSTER_HEAD,149.3395199988,1,REGULAR,149.30943999860003,1,REGULAR,149.2793599984,1,REGULAR,149.2492799982,1,REGULAR,149.21959999900002,1,REGULAR,149.6936398988,1,CLUSTER_HEAD,149.36943999859997,1,REGULAR,149.66351989839998,1,CLUSTER_HEAD,149.3092799982,1,REGULAR,149.633699899,1,CLUSTER_HEAD,149.6186398988,1,CLUSTER_HEAD,149.2194399986,1,REGULAR,149.69351989840004,1,CLUSTER_HEAD,149.3692799982,1,REGULAR,149.663699899,1,CLUSTER_HEAD
3,30,100.0,2,149.5715197976,1,CLUSTER_HEAD,148.89915999626666,1,REGULAR,149.29919979679997,1,CLUSTER_HEAD,149.1590999964,1,REGULAR,149.491599798,1,CLUSTER_HEAD,149.0893999976,1,REGULAR,149.2992999972,1,REGULAR,149.26419999679996,1,REGULAR,149.22909999639998,1,REGULAR,149.19449999799997,1,REGULAR,149.26939979760002,1,CLUSTER_HEAD,149.1242999972,1,REGULAR,149.47135979680004,1,CLUSTER_HEAD,149.2990999964,1,REGULAR,149.57159979800002,1,CLUSTER_HEAD,149.2293999976,1,REGULAR,149.19429999720003,1,REGULAR,149.1591999968,1,REGULAR,149.1240999964,1,REGULAR,149.08949999800004,1,REGULAR,149.5915197976,1,CLUSTER_HEAD,149.26429999719997,1,REGULAR,149.55135979679997,1,CLUSTER_HEAD,148.84891999459998,1,REGULAR,149.511599798,1,CLUSTER_HEAD,149.4915197976,1,CLUSTER_HEAD,149.0892999972,1,REGULAR,149.59135979680005,1,CLUSTER_HEAD,149.2640999964,1,REGULAR,149.55159979799998,1,CLUSTER_HEAD
4,30,100.0,2,149.46439966266666,1,CLUSTER_HEAD,148.7890199944,1,REGULAR,149.1820396613333,1,CLUSTER_HEAD,149.038919994,1,REGULAR,149.36449966333336,1,CLUSTER_HEAD,148.959279996,1,REGULAR,149.19915999533333,1,REGULAR,149.1590399946666,1,REGULAR,149.11891999399998,1,REGULAR,149.07939999666664,1,REGULAR,149.1472796626667,1,CLUSTER_HEAD,148.99915999533334,1,REGULAR,149.3391996613334,1,CLUSTER_HEAD,149.198919994,1,REGULAR,149.46449966333336,1,CLUSTER_HEAD,149.11927999600002,1,REGULAR,149.07915999533336,1,REGULAR,149.03903999466667,1,REGULAR,148.998919994,1,REGULAR,148.9593999966667,1,REGULAR,149.48939966266667,1,CLUSTER_HEAD,149.1591599953333,1,REGULAR,149.4391996613333,1,CLUSTER_HEAD,148.7337399922,1,REGULAR,149.38949966333334,1,CLUSTER_HEAD,149.36439966266667,1,CLUSTER_HEAD,148.95915999533332,1,REGULAR,149.4891996613334,1,CLUSTER_HEAD,149.158919994,1,REGULAR,149.43949966333332,1,CLUSTER_HEAD
5,30,100.0,2,149.35727949399998,1,CLUSTER_HEAD,148.67887999206667,1,REGULAR,149.06487949199996,1,CLUSTER_HEAD,148.918739991,1,REGULAR,149.237399495,1,CLUSTER_HEAD,148.82915999399998,1,REGULAR,149.09901999299998,1,REGULAR,149.05387999199993,1,REGULAR,149.00873999099997,1,REGULAR,148.96429999499998,1,REGULAR,149.02515949400004,1,CLUSTER_HEAD,148.87401999300002,1,REGULAR,149.20703949200006,1,CLUSTER_HEAD,149.098739991,1,REGULAR,149.357399495,1,CLUSTER_HEAD,149.00915999400002,1,REGULAR,148.96401999300002,1,REGULAR,148.918879992,1,REGULAR,148.873739991,1,REGULAR,148.829299995,1,REGULAR,149.38727949399998,1,CLUSTER_HEAD,149.05401999299997,1,REGULAR,149.32703949199995,1,CLUSTER_HEAD,148.61855998919998,1,REGULAR,149.267399495,1,CLUSTER_HEAD,149.237279494,1,CLUSTER_HEAD,148.829019993,1,REGULAR,149.38703949200007,1,CLUSTER_HEAD,149.05373999100001,1,REGULAR,149.32739949499998,1,CLUSTER_HEAD
6,30,100.0,2,149.25015929159997,1,CLUSTER_HEAD,148.56873998926667,1,REGULAR,148.94771928879996,1,CLUSTER_HEAD,148.79855998739998,1,REGULAR,149.1728942949,1,CLUSTER_HEAD,148.6990399916,1,REGULAR,148.99887999019998,1,REGULAR,148.63355998559993,1,REGULAR,148.89855998739998,1,REGULAR,148.90679499489997,1,REGULAR,148.90303929160004,1,CLUSTER_HEAD,148.7488799902,1,REGULAR,149.07487928880008,1,CLUSTER_HEAD,148.9985599874,1,REGULAR,149.3028942949,1,CLUSTER_HEAD,148.8990399916,1,REGULAR,148.84887999020003,1,REGULAR,148.7987199888,1,REGULAR,148.7485599874,1,REGULAR,148.7642949949,1,REGULAR,149.2851592916,1,CLUSTER_HEAD,148.94887999019997,1,REGULAR,149.21487928879995,1,CLUSTER_HEAD,148.5033799856,1,REGULAR,149.2053942949,1,CLUSTER_HEAD,149.1101592916,1,CLUSTER_HEAD,148.6988799902,1,REGULAR,149.28487928880008,1,CLUSTER_HEAD,148.94855998740002,1,REGULAR,149.27039429489997,1,CLUSTER_HEAD
7,30,100.0,2,149.19565305812665,1,CLUSTER_HEAD,148.458599986,1,REGULAR,148.8305590517333,1,CLUSTER_HEAD,148.6783799832,1,REGULAR,149.10838906145003,1,CLUSTER_HEAD,148.63403399146,1,REGULAR,148.89873998693332,1,REGULAR,148.52839998186658,1,REGULAR,148.78837998319997,1,REGULAR,148.8492899947833,1,REGULAR,148.84103305812673,1,CLUSTER_HEAD,148.62373998693334,1,REGULAR,148.94271905173343,1,CLUSTER_HEAD,148.8983799832,1,REGULAR,149.24838906145,1,CLUSTER_HEAD,148.84403399146,1,REGULAR,148.73373998693336,1,REGULAR,148.67855998506667,1,REGULAR,148.24819997900002,1,REGULAR,148.69928999478336,1,REGULAR,149.23315305812667,1,CLUSTER_HEAD,148.84373998693331,1,REGULAR,149.1027190517333,1,CLUSTER_HEAD,148.3881999814,1,REGULAR,149.14338906145002,1,CLUSTER_HEAD,149.0456530581267,1,CLUSTER_HEAD,148.56873998693334,1,REGULAR,149.18271905173344,1,CLUSTER_HEAD,148.8433799832,1,REGULAR,149.21338906145,1,CLUSTER_HEAD
8,30,100.0,2,149.14114679129997,1,CLUSTER_HEAD,148.34845998226666,1,REGULAR,148.71339878079996,1,CLUSTER_HEAD,148.55819997839998,1,REGULAR,149.04388379465001,1,CLUSTER_HEAD,148.5690279913,1,REGULAR,148.84873298674665,1,REGULAR,148.4232399775999,1,REGULAR,148.6781999784,1,REGULAR,148.79178499464996,1,REGULAR,148.77902679130005,1,CLUSTER_HEAD,148.5612329867467,1,REGULAR,148.8105587808001,1,CLUSTER_HEAD,148.7981999784,1,REGULAR,149.19388379465002,1,CLUSTER_HEAD,148.7890279913,1,REGULAR,148.6762329867467,1,REGULAR,148.5583999808,1,REGULAR,148.12301997420002,1,REGULAR,148.63428499465002,1,REGULAR,149.1811467913,1,CLUSTER_HEAD,148.79123298674665,1,REGULAR,148.99055878079994,1,CLUSTER_HEAD,148.27301997659998,1,REGULAR,149.08138379465,1,CLUSTER_HEAD,148.98114679130003,1,CLUSTER_HEAD,148.50373298674668,1,REGULAR,149.08055878080012,1,CLUSTER_HEAD,148.73819997840002,1,REGULAR,149.15638379465,1,CLUSTER_HEAD
9,30,100.0,2,149.08664049112,1,CLUSTER_HEAD,148.23831997806667,1,REGULAR,148.65389048055997,1,CLUSTER_HEAD,148.438019973,1,REGULAR,148.97937849450003,1,CLUSTER_HEAD,148.50402199112,1,REGULAR,148.79872598653665,1,REGULAR,148.3180799727999,1,REGULAR,148.568019973,1,REGULAR,148.73427999449996,1,REGULAR,148.71702049112005,1,CLUSTER_HEAD,148.4987259865367,1,REGULAR,148.74355048056012,1,CLUSTER_HEAD,148.698019973,1,REGULAR,149.13937849450002,1,CLUSTER_HEAD,148.73402199112002,1,REGULAR,148.6187259865367,1,REGULAR,148.49839198056,1,REGULAR,147.9978399688,1,REGULAR,148.56927999450002,1,REGULAR,149.12914049112,1,CLUSTER_HEAD,148.73872598653665,1,REGULAR,148.93355048055994,1,CLUSTER_HEAD,148.1578399712,1,REGULAR,149.01937849450002,1,CLUSTER_HEAD,148.91664049112003,1,CLUSTER_HEAD,148.4387259865367,1,REGULAR,149.0285504805601,1,CLUSTER_HEAD,148.63301997300002,1,REGULAR,149.0993784945,1,CLUSTER_HEAD
10,30,100.0,2,149.03213415758665,1,CLUSTER_HEAD,148.18331297783334,1,REGULAR,148.59438214695996,1,CLUSTER_HEAD,148.3780109727,1,REGULAR,148.914873161,1,CLUSTER_HEAD,148.43901599092,1,REGULAR,148.74871898630332,1,REGULAR,148.21291996746655,1,REGULAR,148.5130109727,1,REGULAR,148.6767749943333,1,REGULAR,148.65501415758672,1,CLUSTER_HEAD,148.43621898630337,1,REGULAR,148.67654214696012,1,CLUSTER_HEAD,148.64801097269998,1,REGULAR,149.08487316100002,1,CLUSTER_HEAD,148.67901599092002,1,REGULAR,148.56121898630337,1,REGULAR,148.43838398029334,1,REGULAR,147.87265996280001,1,REGULAR,148.50427499433334,1,REGULAR,149.07713415758667,1,CLUSTER_HEAD,148.68621898630332,1,REGULAR,148.87654214695993,1,CLUSTER_HEAD,148.0426599652,1,REGULAR,148.95737316100002,1,CLUSTER_HEAD,148.8521341575867,1,CLUSTER_HEAD,148.37371898630337,1,REGULAR,148.9765421469601,1,CLUSTER_HEAD,148.5805109727,1,REGULAR,149.042373161,1,CLUSTER_HEAD
11,30,100.0,2,148.97762779069998,1,CLUSTER_HEAD,148.12830597757667,1,REGULAR,148.53487377999997,1,CLUSTER_HEAD,148.31800197236998,1,REGULAR,148.85036779415,1,CLUSTER_HEAD,148.37400999070002,1,REGULAR,148.69871198604665,1,REGULAR,148.10775996159987,1,REGULAR,148.45800197237,1,REGULAR,148.61926999414996,1,REGULAR,148.59300779070006,1,CLUSTER_HEAD,148.37371198604671,1,REGULAR,148.6095337800001,1,CLUSTER_HEAD,148.59800197236999,1,REGULAR,149.03036779415,1,CLUSTER_HEAD,148.62400999070002,1,REGULAR,148.5037119860467,1,REGULAR,148.37837598000002,1,REGULAR,147.7474799562,1,REGULAR,148.43926999415,1,REGULAR,149.0251277907,1,CLUSTER_HEAD,148.63371198604665,1,REGULAR,148.81953377999994,1,CLUSTER_HEAD,147.92747995859997,1,REGULAR,148.89536779415002,1,CLUSTER_HEAD,148.78762779070004,1,CLUSTER_HEAD,148.30871198604672,1,REGULAR,148.9245337800001,1,CLUSTER_HEAD,148.52800197237002,1,REGULAR,148.98536779415,1,CLUSTER_HEAD
12,30,100.0,2,148.92312139046,1,CLUSTER_HEAD,148.07329897729667,1,REGULAR,148.47536537967997,1,CLUSTER_HEAD,148.25799297201,1,REGULAR,148.78586239395003,1,CLUSTER_HEAD,148.30900399046,1,REGULAR,148.64870498576664,1,REGULAR,148.00259995519986,1,REGULAR,148.40299297201,1,REGULAR,148.56176499394996,1,REGULAR,148.53100139046006,1,CLUSTER_HEAD,148.31120498576672,1,REGULAR,148.54252537968011,1,CLUSTER_HEAD,148.54799297200998,1,REGULAR,148.97586239395002,1,CLUSTER_HEAD,148.56900399046,1,REGULAR,148.4462049857667,1,REGULAR,148.31836797968,1,REGULAR,147.62229994900002,1,REGULAR,148.37426499395002,1,REGULAR,148.97312139046002,1,CLUSTER_HEAD,148.58120498576665,1,REGULAR,148.76252537967997,1,CLUSTER_HEAD,147.81229995139998,1,REGULAR,148.83336239395004,1,CLUSTER_HEAD,148.72312139046005,1,CLUSTER_HEAD,148.24370498576673,1,REGULAR,148.87252537968013,1,CLUSTER_HEAD,148.47549297201002,1,REGULAR,148.92836239395,1,CLUSTER_HEAD
13,30,100.0,2,148.86861495686668,1,CLUSTER_HEAD,148.01829197699334,1,REGULAR,148.41585694599996,1,CLUSTER_HEAD,148.19798397161998,1,REGULAR,148.72135696040002,1,CLUSTER_HEAD,148.2439979902,1,REGULAR,148.5986979854633,1,REGULAR,147.8974399482665,1,REGULAR,148.34798397162,1,REGULAR,148.50425999373329,1,REGULAR,148.46899495686674,1,CLUSTER_HEAD,148.2486979854634,1,REGULAR,148.4755169460001,1,CLUSTER_HEAD,148.49798397162,1,REGULAR,148.92135696040003,1,CLUSTER_HEAD,148.5139979902,1,REGULAR,148.38869798546338,1,REGULAR,148.25835997933333,1,REGULAR,147.49711994120003,1,REGULAR,148.30925999373335,1,REGULAR,148.9211149568667,1,CLUSTER_HEAD,148.5286979854633,1,REGULAR,148.70551694599996,1,CLUSTER_HEAD,147.75479095100997,1,REGULAR,148.77135696040003,1,CLUSTER_HEAD,148.65861495686673,1,CLUSTER_HEAD,148.1786979854634,1,REGULAR,148.8205169460001,1,CLUSTER_HEAD,148.42298397162003,1,REGULAR,148.87135696040002,1,CLUSTER_HEAD
14,30,100.0,2,148.81410848992002,1,CLUSTER_HEAD,147.96328497666667,1,REGULAR,148.35634847895997,1,CLUSTER_HEAD,148.13797497119998,1,REGULAR,148.65685149350003,1,CLUSTER_HEAD,148.17899198992,1,REGULAR,148.54869098513663,1,REGULAR,147.79227994079983,1,REGULAR,148.2929749712,1,REGULAR,148.44675499349995,1,REGULAR,148.40698848992008,1,CLUSTER_HEAD,148.18619098513673,1,REGULAR,148.40850847896013,1,CLUSTER_HEAD,148.44797497119998,1,REGULAR,148.86685149350004,1,CLUSTER_HEAD,148.45899198992,1,REGULAR,148.33119098513671,1,REGULAR,148.19835197896,1,REGULAR,147.37193993280002,1,REGULAR,148.24425499350002,1,REGULAR,148.86910848992002,1,CLUSTER_HEAD,148.47619098513664,1,REGULAR,148.64850847895997,1,CLUSTER_HEAD,147.69728195058997,1,REGULAR,148.70935149350004,1,CLUSTER_HEAD,148.59410848992007,1,CLUSTER_HEAD,148.11369098513674,1,REGULAR,148.76850847896011,1,CLUSTER_HEAD,148.37047497120003,1,REGULAR,148.81435149350003,1,CLUSTER_HEAD
15,30,100.0,2,148.75960198962,1,CLUSTER_HEAD,147.90827797631667,1,REGULAR,148.29683997855997,1,CLUSTER_HEAD,148.07796597074997,1,REGULAR,148.59234599325,1,CLUSTER_HEAD,148.11398598962,1,REGULAR,148.49868398478662,1,REGULAR,147.73977194039983,1,REGULAR,148.23796597075,1,REGULAR,148.38924999324996,1,REGULAR,148.34498198962007,1,CLUSTER_HEAD,148.12368398478674,1,REGULAR,148.3414999785601,1,CLUSTER_HEAD,148.39796597075,1,REGULAR,148.81234599325003,1,CLUSTER_HEAD,148.40398598962,1,REGULAR,148.27368398478671,1,REGULAR,148.13834397856002,1,REGULAR,147.24675992380003,1,REGULAR,148.17924999325,1,REGULAR,148.81710198962003,1,CLUSTER_HEAD,148.42368398478663,1,REGULAR,148.59149997855997,1,CLUSTER_HEAD,147.63977295013996,1,REGULAR,148.64734599325004,1,CLUSTER_HEAD,148.52960198962006,1,CLUSTER_HEAD,148.04868398478675,1,REGULAR,148.7164999785601,1,CLUSTER_HEAD,148.31796597075004,1,REGULAR,148.75734599325003,1,CLUSTER_HEAD
16,30,100.0,2,148.70509545596667,1,CLUSTER_HEAD,147.85327097594333,1,REGULAR,148.23733144479996,1,CLUSTER_HEAD,148.01795697026998,1,REGULAR,148.52784045965,1,CLUSTER_HEAD,148.0489799893,1,REGULAR,148.44867698441328,1,REGULAR,147.68726393997318,1,REGULAR,148.18295697027,1,REGULAR,148.3317449929833,1,REGULAR,148.28297545596675,1,CLUSTER_HEAD,148.0611769844134,1,REGULAR,148.2744914448001,1,CLUSTER_HEAD,148.34795697027,1,REGULAR,148.75784045965003,1,CLUSTER_HEAD,148.3489799893,1,REGULAR,148.21617698441338,1,REGULAR,148.07833597813334,1,REGULAR,147.12157991420003,1,REGULAR,148.11424499298334,1,REGULAR,148.7650954559667,1,CLUSTER_HEAD,148.3711769844133,1,REGULAR,148.53449144479998,1,CLUSTER_HEAD,147.58226394965996,1,REGULAR,148.58534045965004,1,CLUSTER_HEAD,148.46509545596672,1,CLUSTER_HEAD,147.98367698441342,1,REGULAR,148.66449144480012,1,CLUSTER_HEAD,148.26545697027004,1,REGULAR,148.70034045965002,1,CLUSTER_HEAD
17,30,100.0,2,148.65058888896,1,CLUSTER_HEAD,147.79826397554666,1,REGULAR,148.17782287767994,1,CLUSTER_HEAD,147.95794796975997,1,REGULAR,148.4633348927,1,CLUSTER_HEAD,147.98397398896,1,REGULAR,148.3986699840166,1,REGULAR,147.63475593951983,1,REGULAR,148.12794796976,1,REGULAR,148.27423999269996,1,REGULAR,148.22096888896007,1,CLUSTER_HEAD,147.99866998401674,1,REGULAR,148.2074828776801,1,CLUSTER_HEAD,148.29794796976,1,REGULAR,148.7033348927,1,CLUSTER_HEAD,148.29397398896,1,REGULAR,148.1586699840167,1,REGULAR,148.01832797768,1,REGULAR,147.05907091369002,1,REGULAR,148.04923999270002,1,REGULAR,148.71308888896002,1,CLUSTER_HEAD,148.31866998401662,1,REGULAR,148.47748287767996,1,CLUSTER_HEAD,147.52475494914995,1,REGULAR,148.52333489270003,1,CLUSTER_HEAD,148.40058888896004,1,CLUSTER_HEAD,147.91866998401676,1,REGULAR,148.6124828776801,1,CLUSTER_HEAD,148.21294796976002,1,REGULAR,148.6433348927,1,CLUSTER_HEAD
18,30,100.0,2,148.59608228859997,1,CLUSTER_HEAD,147.74325697512666,1,REGULAR,148.11831427719994,1,CLUSTER_HEAD,147.89793896921998,1,REGULAR,148.3988292924,1,CLUSTER_HEAD,147.9189679886,1,REGULAR,148.3486629835966,1,REGULAR,147.58224793903983,1,REGULAR,148.07293896922,1,REGULAR,148.21673499239995,1,REGULAR,148.15896228860007,1,CLUSTER_HEAD,147.93616298359674,1,REGULAR,148.1404742772001,1,CLUSTER_HEAD,148.24793896922,1,REGULAR,148.64882929240002,1,CLUSTER_HEAD,148.2389679886,1,REGULAR,148.1011629835967,1,REGULAR,147.9583199772,1,REGULAR,146.99656191315003,1,REGULAR,147.98423499240002,1,REGULAR,148.6610822886,1,CLUSTER_HEAD,148.26616298359662,1,REGULAR,148.42047427719996,1,CLUSTER_HEAD,147.46724594860996,1,REGULAR,148.46132929240002,1,CLUSTER_HEAD,148.33608228860004,1,CLUSTER_HEAD,147.85366298359676,1,REGULAR,148.5604742772001,1,CLUSTER_HEAD,148.16043896922002,1,REGULAR,148.5863292924,1,CLUSTER_HEAD
19,30,100.0,2,148.54157565488666,1,CLUSTER_HEAD,147.68824997468332,1,REGULAR,148.05880564335996,1,CLUSTER_HEAD,147.83792996864997,1,REGULAR,148.33432365875,1,CLUSTER_HEAD,147.85396198822,1,REGULAR,148.29865598315325,1,REGULAR,147.52973993853317,1,REGULAR,148.01792996864998,1,REGULAR,148.15922999208328,1,REGULAR,148.09695565488673,1,CLUSTER_HEAD,147.8736559831534,1,REGULAR,148.0734656433601,1,CLUSTER_HEAD,148.19792996865002,1,REGULAR,148.59432365875003,1,CLUSTER_HEAD,148.18396198822,1,REGULAR,148.04365598315337,1,REGULAR,147.89831197669335,1,REGULAR,146.93405291258003,1,REGULAR,147.91922999208336,1,REGULAR,148.60907565488668,1,CLUSTER_HEAD,148.21365598315327,1,REGULAR,148.36346564335997,1,CLUSTER_HEAD,147.40973694803995,1,REGULAR,148.39932365875003,1,CLUSTER_HEAD,148.2715756548867,1,CLUSTER_HEAD,147.78865598315343,1,REGULAR,148.5084656433601,1,CLUSTER_HEAD,148.10792996865,1,REGULAR,148.52932365875,1,CLUSTER_HEAD
20,30,100.0,2,148.48706898781998,1,CLUSTER_HEAD,147.63324297421664,1,REGULAR,147.99929697615994,1,CLUSTER_HEAD,147.77792096804998,1,REGULAR,148.26981799175,1,CLUSTER_HEAD,147.78895598782,1,REGULAR,148.24864898268657,1,REGULAR,147.47723193799985,1,REGULAR,147.96292096804999,1,REGULAR,148.10172499174996,1,REGULAR,148.03494898782006,1,CLUSTER_HEAD,147.81114898268675,1,REGULAR,148.00645697616008,1,CLUSTER_HEAD,148.14792096805002,1,REGULAR,148.53981799175003,1,CLUSTER_HEAD,148.12895598782,1,REGULAR,147.9861489826867,1,REGULAR,147.83830397616,1,REGULAR,146.87154391198004,1,REGULAR,147.85422499175002,1,REGULAR,148.55706898782,1,CLUSTER_HEAD,148.1611489826866,1,REGULAR,148.30645697615998,1,CLUSTER_HEAD,147.35222794743996,1,REGULAR,148.33731799175004,1,CLUSTER_HEAD,148.20706898782004,1,CLUSTER_HEAD,147.72364898268677,1,REGULAR,148.4564569761601,1,CLUSTER_HEAD,148.05542096805002,1,REGULAR,148.47231799175,1,CLUSTER_HEAD
21,30,100.0,2,148.43256228739997,1,CLUSTER_HEAD,147.57823597372663,1,REGULAR,147.93978827559994,1,CLUSTER_HEAD,147.71791196741998,1,REGULAR,148.2053122914,1,CLUSTER_HEAD,147.7239499874,1,REGULAR,148.19864198219656,1,REGULAR,147.42472393743984,1,REGULAR,147.90791196741998,1,REGULAR,148.04421999139996,1,REGULAR,147.97294228740006,1,CLUSTER_HEAD,147.74864198219674,1,REGULAR,147.93944827560009,1,CLUSTER_HEAD,148.09791196742,1,REGULAR,148.48531229140002,1,CLUSTER_HEAD,148.0739499874,1,REGULAR,147.9286419821967,1,REGULAR,147.7782959756,1,REGULAR,146.80903491135004,1,REGULAR,147.78921999140002,1,REGULAR,148.5050622874,1,CLUSTER_HEAD,148.1086419821966,1,REGULAR,148.24944827559997,1,CLUSTER_HEAD,147.29471894680995,1,REGULAR,148.27531229140004,1,CLUSTER_HEAD,148.14256228740004,1,CLUSTER_HEAD,147.65864198219677,1,REGULAR,148.4044482756001,1,CLUSTER_HEAD,148.00291196742,1,REGULAR,148.4153122914,1,CLUSTER_HEAD
22,30,100.0,2,148.37805555362664,1,CLUSTER_HEAD,147.5232289732133,1,REGULAR,147.88027954167993,1,CLUSTER_HEAD,147.65790296676,1,REGULAR,148.1408065577,1,CLUSTER_HEAD,147.65894398696,1,REGULAR,148.14863498168322,1,REGULAR,147.37221593685317,1,REGULAR,147.85290296675998,1,REGULAR,147.9867149910333,1,REGULAR,147.9109355536267,1,CLUSTER_HEAD,147.6861349816834,1,REGULAR,147.87243954168008,1,CLUSTER_HEAD,148.04790296676,1,REGULAR,148.4308065577,1,CLUSTER_HEAD,148.01894398696,1,REGULAR,147.87113498168335,1,REGULAR,147.71828797501334,1,REGULAR,146.74652591069005,1,REGULAR,147.72421499103336,1,REGULAR,148.45305555362665,1,CLUSTER_HEAD,148.05613498168324,1,REGULAR,148.19243954167996,1,CLUSTER_HEAD,147.23720994614996,1,REGULAR,148.21330655770004,1,CLUSTER_HEAD,148.07805555362668,1,CLUSTER_HEAD,147.59363498168344,1,REGULAR,148.35243954168007,1,CLUSTER_HEAD,147.95040296676,1,REGULAR,148.3583065577,1,CLUSTER_HEAD
23,30,100.0,2,148.32354878649997,1,CLUSTER_HEAD,147.46822197267662,1,REGULAR,147.82077077439993,1,CLUSTER_HEAD,147.59789396607,1,REGULAR,148.07630079064998,1,CLUSTER_HEAD,147.5939379865,1,REGULAR,148.09862798114654,1,REGULAR,147.31970793623984,1,REGULAR,147.79789396606998,1,REGULAR,147.92920999064995,1,REGULAR,147.84892878650004,1,CLUSTER_HEAD,147.62362798114674,1,REGULAR,147.80543077440007,1,CLUSTER_HEAD,147.99789396607,1,REGULAR,148.37630079065002,1,CLUSTER_HEAD,147.9639379865,1,REGULAR,147.81362798114668,1,REGULAR,147.65827997440002,1,REGULAR,146.68401691000005,1,REGULAR,147.65920999065003,1,REGULAR,148.40104878649998,1,CLUSTER_HEAD,148.00362798114656,1,REGULAR,148.13543077439996,1,CLUSTER_HEAD,147.17970094545996,1,REGULAR,148.15130079065003,1,CLUSTER_HEAD,148.01354878650002,1,CLUSTER_HEAD,147.52862798114677,1,REGULAR,148.30043077440007,1,CLUSTER_HEAD,147.89789396607,1,REGULAR,148.30130079064998,1,CLUSTER_HEAD
